sentimen,teks
0,walaupun diri ini dah hancur percayalah aku cuba juga untuk membahagiakan orang sekeliling tanpa putus asa itu sahaja ya 
1,biar english aku teruk ke apa aku nak koyak jap
1,tubuhmu disembunyikan embun pada jendela itu aku menyebutnya kabut yang tidak meneteskan gerimis tehpotji
2,idm chim kamu gkpp kan duh maafkan aku terlena sama pesonamu nyatanya mata kamu lagi sakit 
2,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab 
1,untuk sticker bookmark aku beli disini banyak varian lain yang lucu lucuu 
0,haa dengkurrrr lembap nya sel sel otak aku ni berhubung astaghfirullahalazim
0,dua hal yang tak terbatas alam semesta dan kebodohan manusia dan aku tidak yakin tentang alam semesta 
2,hahahahahah aku tahu muka aku jambu 
0,sorry 
0,walaupun diri ini dah hancur percayalah aku cuba juga untuk membahagiakan orang sekeliling tanpa putus asa itu sahaja ya 
1,petang tadi dok lepak2 pantai lepas tu perasan ada dua awek dok tonggeng2o aku decide utk datang dekat depa tanya buat a 
2,entahlah kenape aku bole mention ulat bulu ni hahaahhha
0,aku nak pulang barang kau je tu pun susah gila nak balas ws ke perangai macam apa la
0,tiap pacaran harga diri aku turun turunin tuh 
0,bila diam je terus kena label kita ni sombongebenarnya aku tak sombong pun just malu and at the same time aku jaga adab juga 
2,alhamdulilah welcomeeeeeeeeeee kasus ta ku terharu aku tuuu 
0,kamu serupa kegagalan mematahkan tapi ingin terus kuperjuangkan 
0,c aku paling sikit ' 
1,api jom buat projek aku ada beberapa port utk dana
0,kamu bebas mencibir menjelek2kan pemerintah sampai kamu nungging2 muntah2 giliran pemerintah memberi hak rakyat untu 
2,huehuehuee mau rusakin ahh
1,tim pencari bohir 
0,ha ah aku selalu mati awal dalam squad aku kakakakaka ternyata aku lemah 
0,ya allah serba salah aku ini 
1,hahahhahaa amin amin tp time tu aku da busy dkt hosp pekerja2 je yg majukan 
1,someone tolong kutip dia aku tak larat dah nak simpan member bodo cmni 
2,bikin instastory cuma biar kamu reply terus ngobrol hehe 
2,apakah penting pandangan manusia jika allah yang kamu percaya gitteww 
0,orang sabah jangan kamu kasitau pulau mana yang selamat biar dorang kenak culik betul betul oleh abu sayap 
1,mau pasang bot ifttt tapi gatau caranyaini deh aku pasangin gratis kok gak bayar t lelang acc
0,smlm aku menangis teruk kerana mimpikan mereka yg mengutuk menghina mengeji mengkhianati dan kejam terhadap aku direjam dlm 
0,jika kamu pikir flirting adalah hal biasa selama ini kamu salah flirting dapat menjadi sumber masalah jika pemaka 
0,tak faham la dengan orang yang tak suka aku tapi still nak tau pasal aku 
1,na akuedang mencintaimu by best part by on r12kbfm
0,kamu aja la ew
0,semua nak boyfriend aku nak straight as je weh me crushing on good grades is hurtful
2,seger bgt yus aku tongkrongin sampe makan siang hahaha
1,banyak tindakan yang bisa saja mengarah pada kepada flirting contohnya kamu liatin lawan jenis sambil bilang kam 
0,aku ingin kembali berada diantara ruang rusukmu yang rapat di aliran darahmu yang pekat engkau rumah 
0,aaa bgt gaberenti2 ngomong kapan ya bisa seseru itu lagi huu kecuali gelut ya aku jd korban terus
1,following dan followers selisih 1170 nanti aku dikira php yang mau difollback ya 2019gantipresiden 2019pra 
0,kadang ketampanan dan kecantikan yang ada di sosial media belum tentu sama aslinya saat ketemu masa kamu mengabaik 
1,acececcece nak cover baki account tapi nak kena bagi followers nampak sikit 
1,menu makan siang mimin hari ini adalah nasi plus ayam penyet makan dengan yang pedes2 apalagi pake sambel ijo m 
1,aku jadi cashier cust tengok je aku ambil duit tetiba aku tak thu nak ambik duit yg mana baki rm16 je punnn 
1,ada kata2 yg kamu mute mungkin jadinya ga kebaca sama kamu kemaren aku begini soalnya
0,di masjid bahas bahaya narkoba setika itu aku langsung 
0,aku rasa sangat berdosa bila seronok sebab hujan lebat tengahari jumaat ni
0,kesalahanku ngeklik mv ost 100 days my prince yg dinyanyiin mbak gummy abisan ga tahan yaa kalo udah ada nama gum 
2,oke sok atuh lah lakukan kalo emang oke menurut kamu 
0,manada bohong emang kamu aja yg tua 
2,dari nyaman timbul simpatik pendengar yang membuatnya ingin jadi penyelamat hidup kamu lanjut kesentuhan yg niat 
0,terasa bodo sangat harini boleh lupa park kereta kat mrt pastu selamba je naik grab dah sampai tengah jalan aku jerit 
0,teruk sangat ke aku ni dengan pekerja mcd pun kena reject 
0,bila diam je terus kena label kita ni sombongebenarnya aku tak sombong pun just malu and at the same time aku jaga adab juga 
0,lol kalau kau nak aku respect kau make sure do the same
1,aku punya solusi gmn kalau kyk gini recehkantwitter recehkantwiter 2019gantipolapikir 
1,setahu aku la kan buah pinggang org lain lagi better kot
1,aku rasa nak uninstall app ni la app apa weh ' appreciate asal lak aku penat bila hargai org lain org tak hargai aku balik 
1,eh kamu kok aku baru sadar ya 3
0,ya ampun ku harap bisa ganti dan aku mau gantiii
2,kemarin ada ngirim thread aku ke aeribase terima kasih untuk sendernya karena aku jd tahu pemikiran orang orang m 
1,kalaulah aku jumpa life hack ganti minyak motor ni dulu genius budak budak sekarang ni 
1,15 kalo sama mamah iya aku like hehe 3 16 uhm maybe hehehe
0,aku yang kurang atau kamu yang tidak pernah cukup dengan satu aku 
0,aku akan menunjukkan bahwa memilih bertarung dengan fairy tail adalah sebuah kesalahan natsu dragneel fairytail
1,aku ada photobook 180k masih bisa didiskusikan ayo dm aja
1,umobile ada certain kawasan laju nak mampus aku prefer umobile sbb unlimited data sebulan makan tak habis dari t 
1,apapun yang terjadi komunikasikan dengan pasangan tentang apa yang kamu rasakan jika pasangan nggak juga membantu 
0,kalian semua jangan bergerak angin yg bertiup d kampung ini hitem warnanyaaa 
1,buat yg menuduh ada umat islam benci kalimat tauhid ini ulama besar indonesia lho ya 
1,balada anak baru jadi bahan obrolan oleh seniornya dulu aku digituin juga ngga yaaa ' 
0,aku fakap betul kalau nak pergi makan ramai2 nak happy2 tetibe ada yang badmood woiiii nak makan je woiii 
2,okay yg ni aku nak gelak hahahahahaahhaa
1,aku mau dihapus mentang mentang item mau di tipe x
1,dieminar relationship blueprint kamu dan pasangan akan belajar kerja sama membangun kesepakatan dan kompromi hub 
1,giveaway alert karena banyak hal yang buat akueneng dr kemarin salah satunya ini aku mau ga pulsa 50rb buat 1 
1,aku tengok malay men mostly lepas kahwin boroi je pastu cah cah ciannn
2,sebab aku yakin pada apa apa yang allah tetapkan dan ridhoi 
0,shalat jumat berkali2 kok aku masih jelek ya 
2,asal ikut aku pula haha
0,wow ni teruk sangat ni tapi aku rasa lagi sakit kalau kacang lupakan kulit haa gituu
0,ga ada 
1,giveaway dalam rangka overall ku sampai dengan selamat dan tidak mengecewakan aku mau giveaway pulsa 5k cuma retweet aj 
1,cucu cucu lain dia puji dia tanya dia ingat bila family aku dia cakap dosa itu ini semua dosa pastu cerita masa 
0,rlt lahkrg udh ada ginian ya allah ini ygelalu akuebut dalam doa dari dulu ketika 2 temanku asik nonton oppa tapi a 
1,aku bukan gadis yg berniqab tapi alhamdulillah aku sudah berhenti berselfie dan share gmbar 
0,misalnya ada suatu kondisi dmn aku bnran lg galauin km trus km ngetweet galau seolah2 itu buat aku padahal buat org lain itu babi namanya 
1,kalau on kena plan ni aku ni diambil kat uia ke kena kutip kat memana ke haa gitu
2,haha saja tnya kot la hampa ada mai jalan belah sini boleh aku join bosan gak tkbalik haha
0,mas ini malam jumat loh yakin kamu gak mau kesini 
1,tadi aku bilang ke bahwa passion itu bisa dicari tanpa kamu sadari atau tidak jika itu bukan bidangmu fok 
0,aku fast lena do bukan fast learner
2,hai kak kami memahami kendala yang kamu alami yailahkan informasikan detail kendala kamu terkaithop 
2,adoi tak shaking ke gambar hahahaha
0,kadang kamu harus berhenti peduli pada seseorang bukan karena membencinya tapi karena dia tak pernah menyadari pedulimu katabijak
1,biarin kamu pulang gih sama junedi
0,ya tuhan semoga aku dijauhkan dari manusia yang tak setia dan suka curang amin 
0,kmk amelia prob kau mmg aku takleh settle soalan mcm bangsat
1,tp aku suka save nmor klo abis chatan takut nya ada perlu gak susah nyari lg wkwk
0,menitik air mata aku terbayang betapa terseksa kucing betina bunting tu mati melecur dalam mesin dryer kedai dobi taman 
1,dlu aku beli 75k
2,duh jadi pingin seblak tanggung jawab dong gegara kamu noh jadi pingin seblak ceker es buah ayam geprek hmm
2,tapi aku yakin mereka satu sama lain tuh temen banget semuanya juga berbakat dan saling dukung
2,makasih udah bikin aku ketawa di kelas hehe
2,iya deh kamu kan mommy yang sempurna 
1,minn minnn minn kenapa kau mention aku sekali 
0,entah kenapa aku selalu mengingat pada hari jum'at sampai aku lupa dengan dirimu sekarang mungkin hampir saja aku 
2,isu aku bg betik dekat satu taman hari tu smpai skunk org ingat hahahaha nasib baik fyp pakai betik kalau x smpa 
0,aku punya tahap confident lvl tu en sampai tahap nak tulis benda simple in english pun aku google translate dulu nampak 
1,aku dpt mmg aku bakar sial kote kau 
2,aku cinta sekali lipcream emina 
1,bts aku sedang sibuk menafkahi keluargaku dan mengejar impianku army aku sedang sibuk menafkahi orang yang sudah je 
0,berani karena dia ga main twitter aku kangen kaksur 
0,ga mau jawab ah ngebayangin aja aku baper
1,iya nih buruan aku tungguin 
1,nak date nak gambar nak jumpa nak cakap rindu nak puji nak ajak lunch nak wayang sama sama nak selfie nak tanya nak kenal l 
0,bisa dijelasin ini parfum siapa di kamar kos kamu baunya cewek banget tadi aku nemu disamping kasur ayok jelasin h 
0,nah koleksi wallpaperuperman yang aku ada kalau ada yg nak tambah meh ler tambah 
2,rlt ini di mall aku nemu ginian ngakak bgt 
1,sesama
1,annyeong aku kembali lohhhh ada yg kangen aku ga ada kaaaaan 
1,sebenarnya kalau korang kenal aku in real life mesti kau seronok kawan dengan aku aku sebenarnya ok je lawak pun ya 
0,tadi pamitnya tidur tapi aku cek ig di dm kamu kok ada ijo ijonya ya 
1,cari cable ni haa membe aku pakai cable kecik tu sampai patah hanat
1,giveaway karena hari ini umur aku bertambah jadi aku ingin berbagi rules aja dan ucapkan saya wish dan screenshoo 
0,ishhh sengaja nak buat aku terpengaruh haihh apa tajuk lagunya 
1,aku daniell nderr
0,cerita takut kucing minah tu sebiji aku tp kalau kucing tu tetibe melompat manjat tu aku rasa satu taman molek dengar aku menjerit 
0,aku mintak maafebab aku dah penat nak menjaga hati orang yang sikit pun tak menjaga hati aku balik 
2,yaah kirain masih kerja sama keluarga kamu sampe sekarang yawdah semoga mbaknya sehat selalu dan 
1,tapi kamu yang diem2 aja lt 
0,aku nggak pernah baik baik saja kalau lagi kangen sama kamu 
0,sebab mak aku pesan tak salah dan tak rugi pun kalau kita layan baik kat orang yang dah sakitkan hati kita
0,sedihnya rasa kadang kadang bila doa yg aku doa termakbul walaupun aku bukan hambanya yg terbaik allah tau apa yg kita pe 
1,aku nya genduuutt 
1,ni makcik tak habis habis nak carik pasal apa la dosa kat aku kat dia 
1,mlm jumat mas siapa yg mau temenin aku retweet ya 
1,yg air ketuban tu takut aku tgk 
0,ini hati bukan mainan kamu pikir hatiku ini terbuat dari susu real good yang bisa dinyot nyot dikenyot seenaknya 
0,agak2 la kalau macamni dulu kalau kat asrama pun kalau ada orang selit2 sampah makanan kat celah katil pun aku r 
1,nantikan spin off tentang aku danumiyati pasangan yang selalu tak tahu nak makan apa so kita kena one two jus 
1,erm macam tautau je apa yang aku perlukan sekarang 
1,cerita aku lebih kurang mcm ni tp lain sikit ex aku yg kenalkan aku dekat family dia siap kenalkan dkt makcik p 
0,sori aku belum minat jual nyawa ke setan di sini juga setan tapi aku masih bisa pegang tanduknya 
0,kok enak banget aku yg tanggung kamu tinggal jawab aja 
1,dah jadi degree life ni satu nak minta first step tukar nickname ws kau takyah letak nama aku si mujahidah ke pinky 
0,kecewa jugak bila kita ingat dia dah tidur sebab tak reply whatsapp tiba tiba tengok dekat ig boleh pulak reply dm orang 
2,enjoy your friday baby 
1,idm army aku gabut ayo mutualan sama aku aja ya autofollback tapi hehe 
2,bighit cerdik ya awal tahun army disuguhi run bts run bts hiatus mereka comeback comeback kelar ada worldtour lg worl 
0,dalam instagram facebok twitter cantik depan depan takde la cantik mana bagitahu akuekarangiapa je yang nak upl 
1,em aku syak mimpi malam tadi sebab aku tak dapat pergi konvo die dngn abg aku lah tu kot sampai terbawak mimpi s 
0,terasa bodo sangat harini boleh lupa park kereta kat mrt pastu selamba je naik grab dah sampai tengah jalan aku jerit 
1,korean honey butter fried chicken maaf gak pake foto huhuhu aku lupa foto pas makan 
2,sampai saat ini kamu adalah orang yang setiap hari aku ceritakan dan aku banggakan didepan teman temanku 
0,wehhhhh allahu sakitnyaaaaa 
2,aku jugaetuju ini veronica my baby udah gitu tiap interview pun dia aslinya super g 
1,aku diabetes
1,5 ciri nyeleneh orang ber iq tinggi kamualahatunya gayajitu
0,masa kecik kecik dulu aku tak ikut mak aku masuk dalam sebab fikir macam ni laaa 
0,sorry wehebabusahkan kau aku tak suka bila kawan aku cakap macam ni kau kawan aku jadi tolong kau tu dah macam tan 
2,cinta itu bukan sekedar logika saling bersama tapi cinta lebih kepada menjiwai bersatunya kamu dan aku dalam indahnya semesta 
1,haloo redil chu here tunggu ya mbakis aku beli novel lengkapnya doloe
2,ini kereeen jokowilagi
1,bu aku mau punya ade lagi tp jangan yg bisa jalan pagi ini dikamar mandi sebelom berangkat sekolah malkatun 3 tahun leb 
0,aku klu mati beranak mati syahid aku kau kalau mati sekarang matilah kau sbg pencinta suami org penganggu hidup org 
0,demi turun ngambil ini aku kepleset ditangga 
1,penglingsir yg sliweran disana nah aku msuk 
2,ya ya ya dan aku tahu sekarang 
1,kesian tengok umobile users bersabar lah aku takmau bukak cerita pasal telco dorang pandai2 lah korang ye 
2,aku mau ikutan lagi 
1,okaaayyy danee kamu jangan lupa lunch ya 
2,aku kat sini mencarut carut sieyy hahahahahahahhhahaha
1,adik aku yang darjah 5 tetiba masuk bilik pastu bagi pantun bread is rotihadow is bayangebelum akak mati better 
1,bilang aamiin makasih kalo aku anti kamu lebih cantik club 
1,sape rt aku lukis dp dia 
1,ada kunjungan dari kyunghee university dan dosennya tau nuest btw dosennya udah ahjumma eo kamu fansnya nuest 
0,ini mama bbl lama siak member dia smpai ada yg tidur aku tk paham dia nya bahasa tapi suspect topic boring 
0,kk cecil makan richeese level pedesnya satu saus kejunya gamau dimakan semoga setiap dia beli richeese ngajak aku 
1,kalo toge seribu perak dapetnya segambreng tuh emak cebong sambil ngutil kali sist belanjanya 
0,babang bikin gagal fokus ahhh link download blued apk android ios buka 
1,kan aku gatau biasanya tiap rumah punya stok beras jd gue pikir lu tinggal masak buat makan hshsh
2,sok hebat aku cinta bahasa indonesia 
1,aku dah tahu dah kenapa kau rt anat 
1,bro followan yuk ama aku ava ku sungwoon auto follback ya hehe
1,tadi aku ad dua bangladesh customerorg tu tengkuk terkehel mc sebulan yg sorg tu putus dua jari sbb kaca jatuh 
2,tak peduli apa yang telah hilang dalam hidupmu selama kamu masih mampu bersyukur pada tuhan kamu tak kehilangan apapun 
2,wkwk aku yo sok ngono btw 
1,jadi dalam rangka ulang tahunnya namjoon aku mau ga album ly tear ada yg mau gak ya kira2 rulesnya follow set 
0,halo aku bs dm ga aku jg di di maki2 kek kampang aja ni orang kurang ajar udah aku laporin dia ke pih 
0,mung selalu fikir negative buat apa weh aku bukan jenis macam tu setan
2,chemotherapy gdp cycle 2 day 1 orang lain sibuk daftar sem aku sibuk daftar wad doakan yg baik baik https 
0,gilak tadi malam aku mimpiin super junior kenapa ngga mimpiin blackpink atau momoland aja sih 
2,kalau duduk sini tempat die terhad tapi kalau duduk sane kamu kene duduk bersila hanya budak sekolah aku je faham hahahah
1,aku minhyun nder
0,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl 
1,krt ikonic mutualan yuu yg ga masalah aku mulfan hehe
0,perempuan ni makin hari makin bangang sangat kenapa
1,wiroableng film yang diproduseri ini ga cuma tayang di indonesia tapi di beberapa negara 
1,weh sumpah aku tkleh move on dengar suara housemate aku 
2,kata temen2ku pas sma ntar kamu kuliah ambil sastra indonesia aja cocok loh 
1,mana ada semalam aku muncul sangat kat media sosial member member bagi ws bagi dm aku balas satu satu jetory i 
